ID,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,renovated,zipcode,lat,long,sqft_living15,sqft_lot15
17109,4,4,2680,6000,1,0,0,3,7,1380,1300,1962,2014,1,98199,47.6557,-122.388,1930,6000
17110,3,1.5,1660,8797,1,0,0,4,7,1660,0,1956,0,0,98004,47.5892,-122.202,2350,10053
17111,3,2,1710,8910,1,0,0,5,7,1710,0,1953,0,0,98133,47.7719,-122.338,1430,8493
17112,4,2.5,2410,9886,1,0,0,5,8,1990,420,1975,0,0,98040,47.5351,-122.223,2530,10658
17113,5,2,3160,3990,1.5,0,0,3,7,1870,1290,1923,0,0,98103,47.654,-122.337,1780,4240
17114,3,2.5,1770,6187,2,0,0,3,7,1770,0,1992,0,0,98031,47.4034,-122.189,1650,7200
17115,3,2,1600,13200,1,0,0,3,7,1600,0,1990,0,0,98045,47.4656,-121.756,1360,11520
17116,3,1.75,1330,13102,1,0,0,3,7,1330,0,1968,0,0,98003,47.3172,-122.322,1270,11475
17117,1,1,850,6567,1,0,0,4,6,850,0,1940,0,0,98010,47.327,-122.039,2160,9794
17118,2,1,610,4560,1,0,0,3,5,610,0,1918,0,0,98136,47.5498,-122.383,930,1392
17119,3,2.25,1680,9090,1,0,0,4,7,1130,550,1959,0,0,98008,47.6068,-122.13,1960,9090
17120,5,1.5,2940,13425,1,0,0,3,8,1470,1470,1955,0,0,98155,47.7632,-122.29,1580,8200
17121,3,2.25,2190,45738,1,0,0,3,8,2190,0,1990,0,0,98052,47.7108,-122.12,2970,4496
17122,3,2.25,2280,5750,1,0,1,4,7,1150,1130,1985,0,0,98116,47.5641,-122.393,1500,5060
17123,2,2,1070,4500,1,0,0,4,6,910,160,1932,0,0,98055,47.4896,-122.204,1280,4500
17124,4,2.25,2270,8480,1,0,0,5,8,1310,960,1973,0,0,98006,47.5448,-122.174,1910,9050
17125,2,1,1220,7250,1,0,0,4,6,1220,0,1914,0,0,98010,47.3585,-121.975,1350,20250
17126,3,2,2320,9420,1,0,0,5,7,2320,0,1952,0,0,98056,47.5133,-122.196,2030,9420
17127,3,1,1130,9907,1,0,0,3,7,1130,0,1954,0,0,98188,47.4362,-122.286,1320,9907
17128,4,2,2090,10800,1,0,0,4,7,2090,0,1951,0,0,98040,47.5759,-122.223,2090,10800
17129,3,2,1110,7231,1,0,0,4,7,1110,0,1991,0,0,98031,47.4036,-122.191,1550,7245
17130,3,3.25,1400,1343,2,0,0,3,7,1160,240,2005,0,0,98118,47.5483,-122.277,1400,1326
17131,3,2.75,1100,750,2,0,0,3,7,780,320,2008,0,0,98106,47.5601,-122.363,1170,4800
17132,3,1,1010,9576,1,0,0,4,7,1010,0,1967,0,0,98001,47.2956,-122.272,1540,9576
17133,4,1.75,2420,7672,1,0,0,3,8,1480,940,1979,0,0,98027,47.5637,-122.085,2370,7699
17134,3,2.25,1870,7403,1,0,0,3,7,1870,0,1950,0,0,98125,47.7171,-122.32,1630,7440
17135,3,1,1270,12733,1,0,0,3,7,1270,0,1955,0,0,98188,47.445,-122.276,1660,11536
17136,2,1,840,7414,1,0,0,4,6,840,0,1928,0,0,98033,47.6771,-122.172,1740,9784
17137,3,1.75,1710,7320,1,0,0,3,7,1710,0,1948,0,0,98155,47.7512,-122.281,2260,8839
17138,6,3.75,4000,6015,2,0,2,3,10,3080,920,2004,0,0,98058,47.453,-122.118,3180,5700
17139,4,3.5,3080,4945,2,0,0,3,9,2010,1070,2014,0,0,98126,47.5662,-122.379,1220,4945
17140,4,3.5,4730,13586,1.5,0,0,5,10,4270,460,1935,0,0,98112,47.6319,-122.288,3710,8828
17141,3,2.25,2260,33080,1,0,0,5,9,1690,570,1974,0,0,98005,47.6386,-122.183,3020,35291
17142,4,2.5,2530,6500,1.5,0,0,3,8,1720,810,1975,0,0,98115,47.6737,-122.284,2150,5280
17143,3,1.75,1790,27427,1,0,0,3,7,1130,660,1978,0,0,98065,47.532,-121.761,1610,16684
17144,4,2.25,2070,20280,2,0,0,4,7,2070,0,1968,0,0,98072,47.774,-122.134,2190,21560
17145,4,3.5,4210,18564,2,0,0,3,11,4210,0,2001,0,0,98039,47.6206,-122.225,3520,18564
17146,3,1.5,3430,264844,1,0,2,3,7,2230,1200,1988,0,0,98045,47.4476,-121.723,1660,145926
17147,5,3,2140,5937,1,0,0,3,7,1280,860,1978,0,0,98118,47.5459,-122.27,1820,6710
17148,3,2.75,2520,5401,1,0,0,4,7,1360,1160,1946,0,0,98119,47.6452,-122.373,1800,5036
17149,2,1,700,20130,1,0,0,3,6,700,0,1949,0,0,98168,47.4752,-122.271,1490,18630
17150,4,3.75,3300,4545,1.5,0,4,3,10,2600,700,1926,1999,1,98105,47.6561,-122.274,3300,5000
17151,6,2.5,3180,9375,1,0,0,4,8,1590,1590,1967,0,0,98006,47.5707,-122.129,2670,9625
17152,5,4,3310,8400,2,0,0,3,10,3310,0,2000,0,0,98033,47.6914,-122.214,3430,8400
17153,3,1.75,1630,15600,1,0,0,3,7,1630,0,1958,0,0,98033,47.68,-122.165,1830,10850
17154,3,1,1700,8645,1,0,0,3,6,1700,0,1955,0,0,98146,47.4899,-122.337,1500,7980
17155,3,2.5,2540,11562,1,0,1,3,8,1290,1250,1964,0,0,98028,47.7614,-122.229,2230,10310
17156,4,2.75,2740,6200,1.5,0,3,4,8,1820,920,1947,0,0,98125,47.7084,-122.277,2430,6000
17157,2,1,790,7450,1,0,0,4,6,790,0,1944,0,0,98058,47.4743,-122.17,800,7450
17158,3,1,1000,9295,1,0,0,3,7,1000,0,1955,0,0,98146,47.484,-122.346,1320,13500
17159,2,1.5,1090,4000,1,0,0,3,8,970,120,1951,0,0,98116,47.5798,-122.393,1700,4000
17160,3,1.75,1200,8631,1,0,0,3,7,1200,0,1959,0,0,98198,47.3864,-122.308,1564,8115
17161,4,2.5,2570,4480,1.5,0,0,4,8,1580,990,1927,0,0,98105,47.6701,-122.291,2070,4480
17162,4,1.75,3000,42200,1,0,3,3,7,1500,1500,1950,0,0,98056,47.5265,-122.202,2500,9821
17163,4,2.75,2750,15450,1,0,0,3,8,1800,950,1978,0,0,98155,47.7749,-122.283,2750,10620
17164,3,1.5,1530,7500,1.5,0,0,3,7,1530,0,1986,0,0,98038,47.3639,-122.055,2080,11250
17165,3,2.5,2260,93218,1,0,2,4,6,2260,0,1998,0,0,98022,47.2582,-121.935,2180,111078
17166,4,2.5,2880,23994,2,0,3,3,9,2880,0,2002,0,0,98022,47.2124,-122.005,2470,17009
17167,3,1.75,1480,2185,2.5,0,0,3,9,1480,0,2005,0,0,98034,47.6945,-122.17,1480,2441
17168,3,1.5,2390,4452,2,0,1,3,9,1790,600,1929,0,0,98126,47.5826,-122.378,2610,5000
17169,3,1.5,2050,6384,1,0,0,3,7,1350,700,1958,0,0,98126,47.5325,-122.378,1590,7214
17170,5,1.75,2320,7700,1,0,0,5,7,1290,1030,1962,0,0,98001,47.3426,-122.285,1740,7210
17171,3,1,1380,7015,1.5,0,0,4,7,1380,0,1925,0,0,98117,47.6987,-122.36,1160,6700
17172,3,1,1010,7920,1,0,0,3,6,1010,0,1925,0,0,98126,47.5249,-122.37,1520,7560
17173,3,1,970,7275,1,0,0,4,7,970,0,1970,0,0,98031,47.4006,-122.188,1750,7200
17174,4,2.5,3052,12145,2,0,0,3,8,3052,0,2004,0,0,98003,47.2598,-122.304,2767,8604
17175,5,2.25,3120,10400,2,0,0,3,8,3120,0,1980,0,0,98023,47.3097,-122.34,2160,8267
17176,2,1,1040,6900,1,0,0,4,7,1040,0,1915,0,0,98136,47.5411,-122.391,1620,6280
17177,3,3.25,2170,12508,1.5,0,0,5,9,1650,520,1928,1970,1,98040,47.5665,-122.229,2720,21070
17178,3,1.75,1940,8376,1,0,0,4,8,1290,650,1963,0,0,98006,47.5586,-122.173,2400,8674
17179,3,2.25,2060,7080,2,0,0,3,9,1800,260,1940,0,0,98199,47.6455,-122.409,3070,7500
17180,3,2,2370,12196,2,0,0,4,7,2370,0,1970,0,0,98033,47.6734,-122.176,1380,12196
17181,4,2.25,2270,9100,2,0,0,3,7,2270,0,1978,0,0,98034,47.7242,-122.17,1710,7910
17182,3,1.5,1140,4800,1.5,0,0,3,7,1140,0,1915,0,0,98109,47.6368,-122.354,1260,4800
17183,3,2.25,1670,9500,1,0,0,3,7,1170,500,1977,0,0,98125,47.7253,-122.309,1470,9500
17184,3,1.5,1480,13457,1,0,0,3,7,1480,0,1959,0,0,98007,47.5914,-122.136,2100,10517
17185,3,2.5,1530,2978,1,0,0,3,7,1210,320,1997,0,0,98117,47.6796,-122.39,1640,5100
17186,4,2.5,2350,4675,2,0,0,3,9,2150,200,1923,0,0,98112,47.6344,-122.305,2240,3848
17187,6,2,1750,17685,1,0,0,4,5,1750,0,1943,0,0,98056,47.5096,-122.178,1750,9209
17188,3,1.75,1540,9450,1,0,0,4,6,1040,500,1919,0,0,98103,47.6985,-122.348,1200,5400
17189,3,2.25,1990,10260,2,0,0,4,8,1990,0,1987,0,0,98052,47.6801,-122.115,1990,10260
17190,4,3.25,3770,982998,2,0,0,3,10,3770,0,1992,0,0,98058,47.414,-122.087,2290,37141
17191,4,1.75,2410,8447,2,0,3,4,8,2060,350,1936,1980,1,98074,47.6499,-122.088,2520,14789
17192,4,3.5,5360,25800,1,0,0,3,9,3270,2090,1971,0,0,98074,47.6099,-122.054,2650,21781
17193,3,1,1000,9150,1,0,0,3,7,1000,0,1969,0,0,98059,47.4829,-122.124,1490,10647
17194,4,2.5,2110,35091,1,0,0,4,8,1290,820,1985,0,0,98027,47.467,-122.014,2740,36427
17195,2,1.5,1660,4000,1,0,0,3,7,1000,660,1950,0,0,98115,47.6832,-122.304,1570,5500
17196,4,3,2160,4400,1,0,0,5,7,1320,840,1921,0,0,98122,47.6163,-122.293,1430,4400
17197,4,1.75,1920,3844,1,0,0,3,7,1170,750,1967,0,0,98133,47.7041,-122.353,1480,3844
17198,5,2.5,2340,13713,1,0,0,2,8,1670,670,1967,0,0,98003,47.3307,-122.324,2080,11000
17199,3,2.75,2850,8039,1,0,0,4,8,1540,1310,1989,0,0,98031,47.4141,-122.204,2240,7727
17200,3,2.25,2080,111513,1.5,0,0,3,8,1680,400,1977,0,0,98072,47.7403,-122.112,2440,107157
17201,3,1.75,1340,3900,2,0,0,5,7,1340,0,1900,0,0,98107,47.6711,-122.379,1470,1611
17202,3,2.5,2730,7372,2,0,0,3,9,2730,0,1998,0,0,98023,47.2831,-122.346,2710,8343
17203,3,1,900,37800,1,0,0,4,5,700,200,1923,0,0,98034,47.7146,-122.234,1750,11998
17204,1,1,720,6000,1,0,0,3,6,720,0,1940,0,0,98108,47.5266,-122.316,1040,6000
17205,4,2.5,3500,7519,2,0,0,3,9,3500,0,2004,0,0,98053,47.6799,-122.024,3920,7982
17206,4,2.5,2810,10613,2,0,0,3,9,2810,0,1989,0,0,98006,47.5424,-122.141,2800,9933
17207,5,2,3370,5000,1.5,0,0,4,7,2140,1230,1907,0,0,98109,47.6373,-122.35,1920,3200
17208,3,1.75,1770,8235,1,0,0,3,7,1030,740,1960,0,0,98148,47.4323,-122.328,1560,8918
17209,3,1.75,2160,6272,1,0,0,4,8,1390,770,1960,0,0,98115,47.6777,-122.306,1290,5376
17210,3,2,1290,5700,1,0,0,5,7,1290,0,1950,0,0,98116,47.5713,-122.397,1160,5700
17211,3,2,2140,7200,1,0,0,4,8,1480,660,1966,0,0,98056,47.5084,-122.185,2070,7220
17212,7,6.75,7480,41664,2,0,2,3,11,5080,2400,1953,0,0,98166,47.4643,-122.368,2810,33190
17213,3,2,1810,11456,1,0,0,3,7,1810,0,1970,0,0,98045,47.4648,-121.756,1360,12931
17214,2,1,1450,4500,1.5,0,0,4,7,1450,0,1921,0,0,98107,47.6739,-122.396,1470,5000
17215,3,3.5,1450,1091,2,0,0,3,8,1200,250,2007,0,0,98119,47.6475,-122.359,1490,3017
17216,3,2.5,1780,1754,3,0,0,3,8,1780,0,2007,0,0,98126,47.548,-122.373,1780,1607
17217,8,6,4340,9415,2,0,0,3,8,4340,0,1967,0,0,98004,47.6316,-122.202,2050,9100
17218,4,3.25,2860,3680,2,0,0,3,9,1980,880,1925,1993,1,98115,47.6752,-122.3,2010,3680
17219,3,2,1320,1297,3,0,0,3,7,1320,0,1995,0,0,98117,47.6959,-122.376,1380,1503
17220,3,2.5,2040,7503,2,0,0,3,8,2040,0,1987,0,0,98029,47.5718,-122.021,2170,7503
17221,3,1.5,1420,22100,1,0,0,5,7,1420,0,1957,0,0,98042,47.4193,-122.149,1540,21780
17222,4,1.5,1790,4080,1.5,0,0,5,7,1790,0,1928,0,0,98144,47.5749,-122.291,1710,4080
17223,3,1,1040,7490,1,0,0,3,7,1040,0,1969,0,0,98034,47.7137,-122.213,1520,7410
17224,4,2,1560,7500,1,0,0,4,7,1560,0,1968,0,0,98034,47.7281,-122.181,1730,7500
17225,3,2.25,2070,15002,1.5,0,0,3,8,2070,0,1955,2013,1,98155,47.7635,-122.274,2070,15002
17226,4,2.75,2640,6240,2,0,0,3,9,2640,0,2001,0,0,98075,47.5788,-122.059,2640,5898
17227,3,1,1030,9916,1,0,0,4,7,1030,0,1972,0,0,98034,47.7218,-122.176,1470,9044
17228,3,1.5,1540,3570,1.5,0,0,5,7,1490,50,1930,0,0,98105,47.6692,-122.325,1620,4080
17229,3,1.5,1700,14133,1,0,1,4,8,1700,0,1954,0,0,98004,47.6166,-122.22,2630,17376
17230,3,1.75,1660,10150,1.5,0,0,3,7,1660,0,1957,0,0,98133,47.7512,-122.342,1640,8906
17231,3,2,1780,11342,1,0,0,3,7,1780,0,1964,0,0,98148,47.4617,-122.327,2140,8449
17232,3,1.5,1470,9570,1,0,0,3,7,1280,190,1941,0,0,98125,47.7032,-122.306,1390,9570
17233,3,3.25,2990,189852,2,0,0,4,10,2990,0,1974,0,0,98072,47.746,-122.138,3500,48760
17234,4,3,3720,14125,1,0,0,4,9,1930,1790,1960,0,0,98005,47.5911,-122.177,3160,15300
17235,3,1,920,7276,1,0,0,4,6,920,0,1961,0,0,98002,47.285,-122.211,1120,7276
17236,3,2.25,1940,11612,1,0,0,4,8,1100,840,1981,0,0,98178,47.5018,-122.23,2180,8954
17237,2,2,1340,4122,1,0,0,3,8,1340,0,2007,0,0,98053,47.7182,-122.022,1350,4273
17238,3,1.5,1540,7200,1,0,0,3,7,1540,0,1968,0,0,98011,47.7357,-122.195,1560,7500
17239,3,1.75,1430,11761,1,0,0,4,8,1430,0,1964,0,0,98052,47.6686,-122.157,2040,10035
17240,5,1.75,2740,9600,1,0,0,4,7,1370,1370,1945,0,0,98144,47.5738,-122.315,1990,4800
17241,3,1.75,1540,10400,1,0,0,3,6,1540,0,1977,0,0,98024,47.5651,-121.89,1090,7500
17242,4,1.75,1690,8392,1,0,0,3,7,1190,500,1979,0,0,98028,47.773,-122.256,1880,9861
17243,2,1,1150,6098,1,0,0,3,7,950,200,1948,0,0,98125,47.7259,-122.328,1790,8455
17244,3,2,1260,22100,2,0,0,4,7,1260,0,1981,0,0,98023,47.2772,-122.354,1430,13000
17245,3,3.5,1560,1490,2,0,0,3,8,1240,320,1995,0,0,98102,47.6248,-122.319,1560,1662
17246,3,1.75,1090,4500,1.5,0,0,5,8,1090,0,1929,0,0,98118,47.5157,-122.256,1640,5225
17247,4,3.5,1880,1341,3,0,0,3,8,1650,230,2007,0,0,98122,47.6053,-122.306,1740,1883
17248,4,3,2910,8540,2,0,0,3,9,2910,0,2003,0,0,98059,47.5223,-122.156,3040,6091
17249,1,1,580,1799,1,0,0,3,7,580,0,1908,2005,1,98117,47.6829,-122.375,1260,4000
17250,4,5.5,7080,16573,2,0,0,3,12,5760,1320,2008,0,0,98039,47.6151,-122.224,3140,15996
17251,2,1,1070,2754,1,0,0,3,7,830,240,1924,0,0,98103,47.6755,-122.331,1760,4080
17252,4,1.75,1640,9299,1.5,0,0,4,7,870,770,1943,0,0,98056,47.5334,-122.168,2460,14326
17253,4,2.5,3180,20870,2,0,0,3,8,2120,1060,1967,0,0,98034,47.7176,-122.241,2700,14190
17254,4,2,2260,6000,1,0,0,3,8,1430,830,1958,0,0,98115,47.6876,-122.298,2030,5874
17255,5,2.5,2710,14989,1,0,0,3,8,1720,990,1959,0,0,98004,47.6411,-122.207,3180,16624
17256,3,1,1250,4800,1,0,0,4,7,1250,0,1951,0,0,98126,47.5517,-122.381,1404,4800
17257,2,2.5,1380,951,3,0,0,3,9,1380,0,2006,0,0,98103,47.6654,-122.355,1430,3400
17258,3,1.75,2050,4080,2,0,0,3,8,2050,0,1991,0,0,98105,47.6698,-122.325,1890,4080
17259,3,1.5,1800,22000,2,0,0,3,8,1800,0,1931,0,0,98168,47.4889,-122.286,1440,16640
17260,3,1,1310,15022,1,0,0,3,7,1310,0,1934,1984,1,98168,47.5008,-122.332,1530,13154
17261,3,2.25,1750,8900,2,0,0,4,8,1750,0,1977,0,0,98058,47.4451,-122.136,1680,7910
17262,4,2.5,2154,6050,2,0,0,3,8,2154,0,2012,0,0,98030,47.3513,-122.174,2305,5769
17263,3,1.5,1340,1110,2,0,0,3,7,1040,300,1999,0,0,98117,47.698,-122.366,1220,1110
17264,4,1,2590,18224,1.5,0,0,4,7,2000,590,1911,0,0,98118,47.5318,-122.286,1800,7080
17265,4,1.75,2090,8164,1,0,0,4,8,1070,1020,1963,0,0,98052,47.6715,-122.155,1310,7975
17266,4,3.5,2850,4416,1.5,0,0,3,7,2040,810,1926,0,0,98103,47.6835,-122.342,1860,4416
17267,3,2.5,2200,6005,2,0,0,3,9,2200,0,1997,0,0,98072,47.7408,-122.169,2320,6098
17268,3,0.75,490,38500,1.5,0,0,4,5,490,0,1959,0,0,98014,47.7112,-121.315,800,18297
17269,4,2.5,3220,5262,2,0,0,3,9,3220,0,2003,0,0,98033,47.6878,-122.162,3220,4921
17270,5,2.5,2630,8470,1.5,0,0,4,8,2630,0,1968,0,0,98002,47.2863,-122.196,1780,8575
17271,4,2,1800,13551,1,0,0,4,7,1800,0,1974,0,0,98059,47.4721,-122.128,1730,13551
17272,3,2.5,1590,3411,2,0,0,3,7,1590,0,2000,0,0,98065,47.5303,-121.878,1590,3411
17273,3,1.75,1995,18360,2,0,0,3,7,1995,0,1957,0,0,98198,47.4129,-122.322,1980,13640
17274,2,2.5,1590,1485,2,0,0,3,8,1300,290,1994,0,0,98199,47.6375,-122.387,1880,3675
17275,3,2.75,1880,1793,2,0,0,3,7,1810,70,2001,0,0,98108,47.5405,-122.293,1800,2537
17276,3,2,3250,50529,2,0,0,4,8,3250,0,1978,0,0,98075,47.5849,-122.016,2370,47480
17277,3,1,1050,5664,1,0,0,4,7,910,140,1947,0,0,98115,47.6897,-122.285,1500,5664
17278,3,2.5,2610,7510,2,0,0,3,9,2610,0,1996,0,0,98052,47.6648,-122.137,2610,8458
17279,3,2,1450,8771,2,0,0,4,7,1450,0,1991,0,0,98022,47.1947,-121.989,1450,8653
17280,4,2.5,2460,7800,1,0,0,3,8,1500,960,1977,0,0,98023,47.3081,-122.384,2210,7800
17281,3,1.75,1370,14030,1,0,0,4,8,1370,0,1977,0,0,98092,47.2969,-122.163,2100,15260
17282,4,3.25,4140,20734,1,0,1,3,10,3300,840,1977,2005,1,98004,47.6344,-122.215,4020,20008
17283,5,1,1690,3240,1.5,0,0,3,7,1690,0,1914,0,0,98115,47.6746,-122.325,1230,4500
17284,4,2.5,2720,16454,1,0,1,5,9,1870,850,1963,0,0,98040,47.5489,-122.216,3560,15993
17285,3,1.75,1530,10300,1,0,0,4,7,1530,0,1978,0,0,98133,47.7767,-122.356,1940,9883
17286,4,2.5,3470,14271,2,0,0,3,9,3470,0,2005,0,0,98065,47.5423,-121.877,3450,9380
17287,3,2.5,1910,1501,2.5,0,0,3,8,1530,380,2007,0,0,98199,47.6441,-122.385,1760,1750
17288,2,1,1550,7713,1,0,0,3,7,1550,0,1930,1979,1,98117,47.7005,-122.358,1340,6350
17289,3,2.5,2490,24691,1,1,4,4,9,1580,910,1961,0,0,98146,47.488,-122.364,2800,24121
17290,2,1,920,5889,1,0,0,4,6,920,0,1950,0,0,98002,47.3012,-122.218,1210,6180
17291,3,1.75,1460,7884,1,0,0,3,8,1460,0,1975,0,0,98058,47.4457,-122.128,2050,7210
17292,4,2.5,2840,8746,2,0,0,3,8,2840,0,2001,0,0,98022,47.19,-122.013,2630,9900
17293,3,2,1520,7456,1,0,0,3,7,1520,0,1949,0,0,98166,47.4745,-122.343,1740,8464
17294,3,1,1060,52272,1,0,0,3,7,1060,0,1960,0,0,98030,47.36,-122.178,1900,5971
17295,4,2.25,2200,8292,2,0,0,3,7,2200,0,1990,0,0,98155,47.7456,-122.315,1090,8290
17296,3,1.75,1460,9261,1,0,0,3,7,1460,0,1985,0,0,98056,47.5155,-122.189,1550,8800
17297,5,2,2590,8610,1,0,0,4,7,1340,1250,1958,0,0,98008,47.6112,-122.126,1750,8610
17298,3,1,1340,21336,1.5,0,0,4,5,1340,0,1945,0,0,98032,47.4023,-122.273,1340,37703
17299,4,2.5,2920,4000,1.5,0,0,5,8,1910,1010,1909,0,0,98105,47.6578,-122.28,2470,4000
17300,3,2.25,1600,39848,1,0,3,4,8,1600,0,1958,0,0,98022,47.1991,-122.013,1600,39848
17301,3,1.75,1960,6380,1,0,0,4,7,980,980,1939,0,0,98115,47.6975,-122.316,1480,6380
17302,3,1.5,1360,10726,1,0,0,4,7,1360,0,1966,0,0,98059,47.4948,-122.134,1650,10726
17303,3,1.75,1340,8250,1,0,0,3,7,1100,240,1985,0,0,98042,47.3668,-122.09,1540,7860
17304,3,2.25,1990,4977,3,0,0,3,9,1990,0,2012,0,0,98118,47.5404,-122.268,1280,5000
17305,3,1.5,1170,4080,1,0,0,5,6,1170,0,1917,0,0,98126,47.5338,-122.381,920,4242
17306,4,2.75,2890,7821,2,0,0,3,9,2890,0,2014,0,0,98006,47.554,-122.189,2890,10108
17307,2,1,1360,6120,1,0,0,3,7,1060,300,1947,0,0,98115,47.6841,-122.291,1800,5100
17308,3,1.5,1660,4800,2,0,0,3,8,1660,0,1907,0,0,98119,47.6352,-122.358,1690,4000
17309,2,2.5,2395,6143,1,0,0,3,8,2395,0,2003,0,0,98053,47.7114,-122.029,2170,6162
17310,2,1,1120,88327,1.5,0,0,4,6,1120,0,1972,0,0,98010,47.3205,-121.867,1640,136662
17311,3,2.25,1250,1017,3,0,0,3,8,1250,0,2008,0,0,98133,47.7099,-122.333,1250,1017
17312,4,2,1940,5000,1,0,0,4,7,980,960,1910,0,0,98107,47.6719,-122.369,1940,5000
17313,3,2.5,1750,3900,2,0,0,3,8,1750,0,1977,0,0,98052,47.6638,-122.129,1750,5700
17314,2,1.75,1500,6800,1,0,0,4,7,910,590,1942,0,0,98117,47.7004,-122.371,1450,6800
17315,4,2.5,3000,8645,2,0,0,3,8,3000,0,1985,0,0,98034,47.7315,-122.224,1930,8866
17316,3,1,990,8255,1,0,0,3,7,990,0,1953,0,0,98148,47.425,-122.331,1180,9750
17317,3,2.25,1960,6500,2,0,0,4,8,1960,0,1977,0,0,98052,47.6642,-122.129,1860,6160
17318,3,1,760,3090,1,0,0,2,5,760,0,1903,0,0,98118,47.5513,-122.275,1020,5356
17319,3,1.75,2240,78225,2,0,0,5,8,2240,0,1976,0,0,98070,47.4638,-122.484,2030,202554
17320,3,1,1160,4360,1,0,0,4,8,1160,0,1929,0,0,98105,47.6718,-122.291,1810,4360
17321,3,2.25,1640,8625,1,0,0,3,8,1320,320,1987,0,0,98052,47.6772,-122.153,1770,9476
17322,4,2,1480,3132,1,0,0,5,6,740,740,1910,0,0,98108,47.55,-122.312,1480,6420
17323,2,1.5,1450,2550,1,0,0,3,7,820,630,1984,0,0,98103,47.6911,-122.348,1450,5100
17324,3,1,1410,81021,1,0,0,3,7,1410,0,1949,1981,1,98058,47.4303,-122.067,2000,81021
17325,2,1,1270,6000,1,0,0,3,7,1270,0,1939,0,0,98199,47.6482,-122.393,1770,6000
17326,3,2.5,2700,9994,1,0,3,4,7,1350,1350,1959,0,0,98198,47.397,-122.321,2470,10664
17327,4,2.75,2610,9077,1,0,0,4,8,1310,1300,1987,0,0,98058,47.4612,-122.147,1900,10500
17328,3,1.5,1090,7698,1,0,0,5,7,1090,0,1966,0,0,98058,47.4553,-122.174,1540,7624
17329,4,2.5,2770,6000,2,0,0,3,8,2400,370,1993,0,0,98136,47.5536,-122.383,2120,6000
17330,2,1,960,5096,1,0,0,5,7,960,0,1949,0,0,98126,47.5314,-122.378,1760,4488
17331,3,1,1910,8190,1,0,0,4,7,1010,900,1946,0,0,98117,47.697,-122.365,1600,5042
17332,3,1,1320,7341,1,0,0,3,7,1320,0,1982,0,0,98155,47.7367,-122.295,1160,7573
17333,3,1,1240,11108,1,0,0,4,7,1240,0,1952,0,0,98166,47.4465,-122.354,2220,16533
17334,3,2.25,2210,11585,1,0,0,4,7,1510,700,1958,0,0,98155,47.7574,-122.279,1870,14092
17335,3,2.5,3040,5326,2,0,0,3,9,3040,0,2008,0,0,98055,47.4472,-122.207,3040,5442
17336,2,1,980,4108,1,0,0,3,7,980,0,1947,0,0,98117,47.687,-122.381,1500,4046
17337,3,1,980,3090,1.5,0,0,3,6,980,0,1903,0,0,98118,47.5525,-122.277,980,3090
17338,3,1,1250,9427,1,0,0,3,6,1250,0,1931,0,0,98034,47.7254,-122.175,1590,8250
17339,4,2.5,3280,5876,2,0,0,3,7,3280,0,2004,0,0,98053,47.6802,-122.034,2600,5000
17340,2,1.75,1310,10200,1,0,0,4,6,1310,0,1947,0,0,98065,47.5231,-121.82,1500,7200
17341,3,2,1420,3600,1.5,0,0,4,7,1420,0,1904,0,0,98119,47.6367,-122.364,1250,3600
17342,4,2.25,1950,6000,1,0,0,3,7,1350,600,1961,0,0,98115,47.6909,-122.301,1980,6000
17343,4,1.75,1790,11801,1,0,0,4,8,1790,0,1974,0,0,98056,47.5172,-122.17,2000,12988
17344,4,2.5,3120,7448,2,0,0,3,9,3120,0,1998,0,0,98042,47.3645,-122.126,2980,8102
17345,4,1,1260,4080,1,0,0,4,7,1260,0,1911,0,0,98105,47.6644,-122.324,1340,4080
17346,3,2,2064,46173,2,0,0,5,7,2064,0,1903,0,0,98070,47.4469,-122.455,1640,21780
17347,3,1,1350,3090,1.5,0,0,5,6,1350,0,1914,0,0,98103,47.682,-122.348,1350,3090
17348,4,2,1680,2600,1,0,0,5,7,840,840,1915,0,0,98107,47.6648,-122.363,1680,3340
17349,3,2.5,2280,6386,2,0,0,3,8,2280,0,2008,0,0,98042,47.3861,-122.096,2550,4835
17350,3,2.25,1840,3500,1.5,0,0,5,8,1540,300,1910,0,0,98122,47.6063,-122.292,1800,3300
17351,3,1,1200,6615,1,0,0,4,7,1200,0,1954,0,0,98106,47.5168,-122.351,1230,6615
17352,3,2,1550,8509,1,0,0,3,7,1150,400,1959,0,0,98106,47.5299,-122.344,1840,7620
17353,2,2.5,2720,4913,1,0,1,4,8,1700,1020,1936,0,0,98199,47.6384,-122.404,2520,5303
17354,3,2,2360,5737,2,0,0,3,8,2360,0,2003,0,0,98028,47.7633,-122.262,1600,9163
17355,4,2.25,2330,7220,2,0,1,3,8,1600,730,1988,0,0,98177,47.7764,-122.386,2220,9100
17356,2,1,720,18000,1,0,0,3,6,720,0,1950,0,0,98178,47.5054,-122.261,1250,7925
17357,3,2,3650,843309,2,0,0,4,7,3650,0,1991,0,0,98070,47.3627,-122.496,1870,273992
17358,3,1.75,1640,4590,1.5,0,0,5,7,1640,0,1951,0,0,98115,47.6846,-122.294,1760,5100
17359,3,1,1790,5250,1,0,0,3,7,1400,390,1943,0,0,98105,47.6627,-122.276,1790,5250
